,features,mean_abs_error,mean_error,median_abs_error,median_error,predict_time,r2,train_time,var_abs_error,var_error
ACP-training-base_rfm_e50_md100_mfAUTO_mln50000_msl8_mss5_tdp25.joblib,ACP-training-base.yml,1.3371042149249948,-0.0058562926456803745,0.8331196831015468,0.022677726504293227,0:00:26.459794,0.9761420609388873,0:23:16.131410,2.7779771998045883,4.56579058521122
ACP-training-base_rfm_e50_md100_mfAUTO_mln50000_msl8_mss5_tdp50.joblib,ACP-training-base.yml,1.3269985648465334,-0.004410561422761285,0.8557705883541109,0.01977091916630691,0:00:26.367150,0.9781496405814404,0:51:08.699691,2.42069814378143,4.181603881834123
